Id,Block,Street_Name,Town,Latitude,Longitude,Postal_Code,Near_Supermarkets,Near_Mrts,Near_Foodcourts,Near_Clinics,Near_Dengues,Supermarket_Score,Mrt_Score,Foodcourt_Score,Clinic_Score,Dengue_Score
131,116,BEDOK NTH RD,BEDOK,1.331,103.938,460116,"[[315, 184.454]]","[[12, 898.905]]","[[85, 132.228]]","[[1362, 158.023]]",[],2.989,0.272,3.739,4.908,10
132,115,BEDOK NTH RD,BEDOK,1.332,103.937,460115,"[[315, 85.401]]","[[12, 778.925]]","[[85, 177.074]]","[[545, 197.294]]",[],3.35,0.594,3.696,4.691,10
133,125,BEDOK NTH RD,BEDOK,1.329,103.939,460125,"[[315, 412.195]]","[[119, 823.766]]","[[85, 351.357]]","[[676, 213.109]]",[],2.291,0.474,3.536,5.067,10
134,138,BEDOK NTH ST 2,BEDOK,1.33,103.936,460138,"[[315, 157.528]]","[[12, 864.203]]","[[85, 345.911]]","[[676, 122.089]]",[],3.657,0.434,4.06,6.205,10
135,87,BEDOK NTH ST 4,BEDOK,1.333,103.939,460087,"[[318, 70.059]]","[[12, 840.866]]","[[85, 60.794]]","[[1334, 43.661]]",[],2.738,0.428,3.141,3.811,10
136,100,BEDOK NTH AVE 4,BEDOK,1.334,103.939,460100,"[[318, 166.892]]","[[12, 796.112]]","[[85, 265.931]]","[[545, 166.892]]",[],2.145,0.548,1.948,2.544,10
137,412,BEDOK NTH AVE 2,BEDOK,1.329,103.931,460412,"[[189, 317.255]]","[[26, 603.255]]","[[42, 323.898]]","[[1513, 101.653]]",[],4.35,1.541,3.934,7.666,10
138,402,BEDOK NTH AVE 3,BEDOK,1.331,103.934,460402,"[[315, 323.022]]","[[12, 692.16]]","[[42, 359.449]]","[[1375, 340.56]]",[],4.206,1.26,3.991,6.286,10
139,416,BEDOK NTH AVE 2,BEDOK,1.328,103.931,460416,"[[308, 292.605]]","[[26, 498.034]]","[[42, 309.628]]","[[1513, 24.626]]",[],4.318,1.542,3.532,8.165,10
140,136,BEDOK NTH AVE 3,BEDOK,1.328,103.935,460136,"[[315, 422.336]]","[[26, 722.062]]","[[42, 223.225]]","[[1375, 173.827]]",[],3.76,0.747,4.463,7.574,10
141,529,BEDOK NTH ST 3,BEDOK,1.334,103.927,460529,"[[191, 200.274]]","[[12, 684.125]]","[[69, 332.347]]","[[737, 61.056]]",[],3.584,0.974,2.998,4.256,10
142,510,BEDOK NTH ST 3,BEDOK,1.332,103.931,460510,"[[189, 48.232]]","[[12, 515.728]]","[[67, 136.04]]","[[1485, 48.232]]",[],4.471,1.535,4.307,5.663,10
143,525,BEDOK NTH ST 3,BEDOK,1.335,103.929,460525,"[[190, 241.016]]","[[12, 382.017]]","[[67, 195.336]]","[[815, 241.016]]",[],3.417,1.661,3.22,3.09,10
144,218,BEDOK NTH ST 1,BEDOK,1.327,103.934,460218,"[[308, 351.673]]","[[26, 614.306]]","[[42, 110.803]]","[[1375, 62.634]]",[],3.869,1.037,4.447,7.977,10
145,213,BEDOK NTH ST 1,BEDOK,1.326,103.933,460213,"[[308, 134.494]]","[[26, 395.709]]","[[42, 130.882]]","[[1000, 43.229]]",[],3.835,1.624,3.594,8.173,10
146,532,BEDOK NTH ST 3,BEDOK,1.334,103.925,460532,"[[191, 168.894]]","[[12, 807.274]]","[[69, 272.509]]","[[1141, 140.226]]",[],3.517,0.986,2.839,4.347,10
147,533,BEDOK NTH ST 3,BEDOK,1.334,103.924,460533,"[[191, 188.057]]","[[110, 705.635]]","[[69, 210.639]]","[[1549, 201.428]]",[],3.218,0.919,2.691,4.542,10
148,536,BEDOK NTH ST 3,BEDOK,1.334,103.923,460536,"[[191, 290.272]]","[[110, 594.629]]","[[69, 268.412]]","[[1549, 229.729]]",[],2.93,1.09,2.265,4.389,10
149,537,BEDOK NTH ST 3,BEDOK,1.332,103.924,460537,"[[191, 188.923]]","[[110, 770.049]]","[[69, 69.482]]","[[1549, 1.892]]",[],3.065,0.618,3.003,5.639,10
150,44,CHAI CHEE ST,BEDOK,1.329,103.926,461044,"[[191, 409.609]]","[[26, 737.32]]","[[69, 322.264]]","[[823, 114.398]]",[],3.465,0.706,2.719,6.868,10
151,540,BEDOK NTH ST 3,BEDOK,1.331,103.922,460540,"[[191, 433.418]]","[[110, 608.711]]","[[69, 316.59]]","[[1549, 250.457]]","[[108, 937.994]]",2.43,1.052,1.999,4.78,9.924
152,702,BEDOK RESERVOIR RD,BEDOK,1.337,103.919,470702,"[[187, 372.272]]","[[110, 296.634]]","[[73, 717.696]]","[[593, 95.074]]","[[99, 658.024]]",2.431,1.891,0.962,2.864,8.881
153,615,BEDOK RESERVOIR RD,BEDOK,1.332,103.916,470615,"[[192, 129.597]]","[[110, 363.042]]","[[73, 208.389]]","[[826, 129.597]]","[[108, 244.349]]",2.478,2.042,1.967,3.986,4.131
154,712,BEDOK RESERVOIR RD,BEDOK,1.336,103.923,470712,"[[187, 177.11]]","[[110, 533.522]]","[[69, 519.685]]","[[1171, 207.359]]","[[99, 987.63]]",3.006,1.254,1.368,3.369,9.996
155,50,CHAI CHEE ST,BEDOK,1.329,103.922,461050,"[[191, 522.133]]","[[110, 780.35]]","[[69, 388.295]]","[[1146, 216.284]]",[],2.058,0.59,1.52,4.843,10
156,54,CHAI CHEE ST,BEDOK,1.329,103.921,460054,"[[191, 620.302]]","[[110, 680.728]]","[[69, 490.766]]","[[1146, 141.985]]","[[108, 868.035]]",2.044,0.858,1.598,4.333,9.749
157,606,BEDOK RESERVOIR RD,BEDOK,1.331,103.914,470606,"[[196, 92.219]]","[[110, 607.406]]","[[73, 192.649]]","[[938, 92.219]]","[[109, 47.918]]",2.605,1.794,2.006,3.837,1.397
158,616,BEDOK RESERVOIR RD,BEDOK,1.332,103.915,470616,"[[192, 118.722]]","[[110, 446.439]]","[[73, 160.283]]","[[826, 118.722]]","[[108, 160.61]]",2.528,1.981,2.086,3.98,3.033
159,59,CHAI CHEE RD,BEDOK,1.325,103.92,460059,"[[301, 458.628]]","[[8, 917.29]]","[[69, 923.735]]","[[723, 213.297]]",[],1.471,0.222,0.189,2.401,10
160,58,CHAI CHEE DR,BEDOK,1.326,103.92,460058,"[[301, 527.035]]","[[8, 931.238]]","[[69, 865.623]]","[[723, 86.915]]","[[117, 902.229]]",1.402,0.185,0.334,2.575,9.875
161,55,CHAI CHEE DR,BEDOK,1.327,103.919,460055,"[[301, 636.179]]","[[110, 885.284]]","[[69, 851.557]]","[[723, 46.596]]","[[117, 787.536]]",1.496,0.486,0.698,2.741,9.255
162,2,BEDOK STH AVE 1,BEDOK,1.321,103.933,460002,"[[303, 177.826]]","[[26, 473.849]]","[[36, 264.308]]","[[732, 177.826]]",[],2.511,1.414,2.796,4.81,10
163,20,CHAI CHEE RD,BEDOK,1.326,103.923,461020,"[[301, 230.016]]","[[26, 829.342]]","[[69, 652.461]]","[[706, 11.69]]",[],2.428,0.459,0.863,4.679,10
164,21,CHAI CHEE RD,BEDOK,1.326,103.922,461021,"[[301, 240.603]]","[[26, 863.853]]","[[69, 722.054]]","[[706, 76.883]]",[],2.235,0.366,0.691,4.162,10
165,15,BEDOK STH RD,BEDOK,1.321,103.936,460015,"[[303, 125.507]]","[[26, 705.852]]","[[36, 40.131]]","[[109, 81.702]]",[],2.362,0.791,3.648,4.306,10
166,34,BEDOK STH AVE 2,BEDOK,1.322,103.938,460034,"[[304, 433.372]]","[[26, 954.743]]","[[36, 353.505]]","[[831, 340.722]]",[],1.846,0.122,3.548,4.301,10
167,36,BEDOK STH AVE 2,BEDOK,1.322,103.938,460036,"[[303, 453.807]]","[[26, 975.653]]","[[36, 342.749]]","[[109, 359.587]]",[],1.748,0.065,3.413,4.021,10
168,35,BEDOK STH AVE 2,BEDOK,1.322,103.94,460035,"[[304, 296.304]]","[[119, 909.128]]","[[70, 270.319]]","[[831, 216.308]]",[],1.482,0.244,3.25,3.917,10
169,41,BEDOK STH RD,BEDOK,1.321,103.941,460041,"[[304, 375.199]]","[[119, 919.409]]","[[70, 365.109]]","[[314, 300.451]]",[],1.267,0.217,2.606,2.948,10
170,42,BEDOK STH RD,BEDOK,1.321,103.941,460042,"[[304, 331.115]]","[[119, 891.067]]","[[70, 319.216]]","[[314, 256.06]]",[],1.33,0.293,2.726,3.106,10
171,53,NEW UPP CHANGI RD,BEDOK,1.324,103.942,461053,"[[304, 102.751]]","[[119, 539.172]]","[[70, 139.409]]","[[314, 142.514]]",[],1.308,1.239,2.594,3.223,10
172,51,NEW UPP CHANGI RD,BEDOK,1.323,103.942,461051,"[[304, 133.015]]","[[119, 616.411]]","[[70, 156.261]]","[[314, 111.061]]",[],1.29,1.031,2.563,3.169,10
173,71,BEDOK STH RD,BEDOK,1.32,103.943,460071,"[[304, 458.295]]","[[119, 853.403]]","[[70, 466.585]]","[[1330, 163.375]]",[],0.867,0.394,1.827,2.489,10
174,82,BEDOK NTH RD,BEDOK,1.33,103.94,460082,"[[318, 456.855]]","[[119, 710.12]]","[[85, 328.232]]","[[1362, 237.262]]",[],2.433,0.779,3.116,4.194,10
175,78,BEDOK NTH RD,BEDOK,1.327,103.941,460078,"[[304, 331.622]]","[[119, 611.205]]","[[70, 329.712]]","[[868, 224.21]]",[],2.034,1.045,3.235,4.244,10
176,79,BEDOK NTH RD,BEDOK,1.328,103.941,460079,"[[304, 380.551]]","[[119, 623.143]]","[[70, 378.507]]","[[868, 272.687]]",[],2.131,1.013,3.173,4.245,10
177,80,BEDOK NTH RD,BEDOK,1.328,103.941,460080,"[[304, 469.909]]","[[119, 653.555]]","[[85, 440.699]]","[[1362, 353.563]]",[],2.284,0.931,3.143,4.237,10
178,134,BEDOK NTH ST 2,BEDOK,1.328,103.937,460134,"[[315, 345.046]]","[[26, 878.041]]","[[42, 384.458]]","[[676, 165.593]]",[],3.41,0.328,4.294,6.866,10
179,132,BEDOK NTH ST 2,BEDOK,1.328,103.937,460132,"[[315, 408.927]]","[[26, 857.242]]","[[42, 385.723]]","[[676, 216.877]]",[],3.296,0.384,4.317,6.916,10
180,131,BEDOK NTH AVE 3,BEDOK,1.327,103.936,460131,"[[308, 496.434]]","[[26, 731.917]]","[[42, 290.681]]","[[1375, 247.475]]",[],3.456,0.721,4.414,7.427,10
181,133,BEDOK NTH AVE 3,BEDOK,1.328,103.936,460133,"[[315, 436.659]]","[[26, 753.188]]","[[42, 275.773]]","[[1375, 227.871]]",[],3.595,0.663,4.448,7.432,10
182,89,BEDOK NTH ST 4,BEDOK,1.332,103.938,460089,"[[318, 84.17]]","[[12, 802.416]]","[[85, 87.161]]","[[545, 84.17]]",[],2.936,0.531,3.35,4.013,10
183,62,NEW UPP CHANGI RD,BEDOK,1.323,103.94,461062,"[[304, 199.721]]","[[119, 822.971]]","[[70, 168.085]]","[[831, 108.232]]",[],1.55,0.476,3.474,4.35,10
184,422,BEDOK NTH RD,BEDOK,1.329,103.929,460422,"[[308, 424.926]]","[[26, 537.508]]","[[42, 508.025]]","[[1515, 110.964]]",[],4.311,1.363,3.445,8.125,10
185,507,BEDOK NTH AVE 3,BEDOK,1.333,103.933,460507,"[[190, 159.212]]","[[12, 405.346]]","[[67, 228.441]]","[[815, 159.212]]",[],4.09,1.599,3.92,4.542,10
186,508,BEDOK NTH AVE 3,BEDOK,1.333,103.933,460508,"[[190, 145.119]]","[[12, 358.083]]","[[67, 218.401]]","[[815, 145.119]]",[],3.924,1.726,3.785,4.117,10
187,517,BEDOK NTH AVE 2,BEDOK,1.331,103.929,460517,"[[189, 193.521]]","[[12, 700.027]]","[[67, 283.116]]","[[617, 123.406]]",[],4.075,1.357,4.01,6.507,10
188,95,BEDOK NTH AVE 4,BEDOK,1.334,103.942,460095,"[[318, 429.076]]","[[119, 882.949]]","[[85, 423.277]]","[[265, 320.283]]",[],2.092,0.315,1.832,2.013,10
189,93,BEDOK NTH AVE 4,BEDOK,1.333,103.941,460093,"[[318, 336.861]]","[[119, 845.858]]","[[85, 301.829]]","[[265, 209.016]]",[],2.315,0.414,1.979,2.675,10
190,43,CHAI CHEE ST,BEDOK,1.328,103.926,461043,"[[301, 415.811]]","[[26, 683.685]]","[[69, 393.783]]","[[823, 40.416]]",[],3.534,0.85,2.441,7.031,10
191,543,BEDOK NTH ST 3,BEDOK,1.33,103.923,460543,"[[191, 377.393]]","[[110, 761.551]]","[[69, 244.009]]","[[1549, 196.126]]",[],2.483,0.641,2.183,5.321,10
192,547,BEDOK NTH ST 3,BEDOK,1.33,103.925,460547,"[[191, 264.421]]","[[26, 868.821]]","[[69, 175.027]]","[[1564, 114.089]]",[],3.475,0.452,3.075,6.343,10
193,708,BEDOK NTH RD,BEDOK,1.335,103.919,470708,"[[187, 424.593]]","[[110, 151.823]]","[[73, 623.09]]","[[1117, 166.886]]","[[99, 606.427]]",2.805,2.28,1.646,3.807,8.469
194,707,BEDOK NTH RD,BEDOK,1.335,103.919,470707,"[[187, 398.188]]","[[110, 166.422]]","[[73, 640.283]]","[[1117, 129.289]]","[[99, 614.534]]",2.788,2.241,1.535,3.691,8.564
195,713,BEDOK RESERVOIR RD,BEDOK,1.336,103.922,470713,"[[187, 128.11]]","[[110, 520.783]]","[[69, 572.047]]","[[1171, 155.024]]","[[99, 972.138]]",3.024,1.288,1.153,3.238,9.99
196,609,BEDOK RESERVOIR RD,BEDOK,1.332,103.912,470609,"[[196, 179.745]]","[[117, 556.271]]","[[73, 229.444]]","[[938, 179.745]]","[[111, 72.889]]",2.524,1.992,1.914,3.607,0
197,61,CHAI CHEE RD,BEDOK,1.325,103.921,460061,"[[301, 405.107]]","[[8, 977.009]]","[[69, 873.676]]","[[723, 225.803]]",[],1.599,0.062,0.314,2.763,10
198,56,CHAI CHEE DR,BEDOK,1.326,103.92,460056,"[[301, 507.695]]","[[110, 961.494]]","[[69, 807.011]]","[[723, 84.887]]","[[117, 915.959]]",1.551,0.138,0.516,2.888,9.891
199,718,BEDOK RESERVOIR RD,BEDOK,1.337,103.926,470718,"[[188, 304.505]]","[[12, 721.03]]","[[69, 546.343]]","[[737, 335.114]]",[],3.295,1.049,1.986,2.853,10
200,8,BEDOK STH AVE 2,BEDOK,1.323,103.936,460008,"[[303, 323.668]]","[[26, 685.701]]","[[36, 260.741]]","[[1510, 296.594]]",[],2.559,0.845,3.868,5.619,10
201,724,BEDOK RESERVOIR RD,BEDOK,1.337,103.928,470724,"[[190, 523.125]]","[[12, 426.7]]","[[67, 493.945]]","[[737, 406.079]]",[],2.764,1.541,1.965,1.923,10
202,165,BEDOK STH RD,BEDOK,1.32,103.946,460165,"[[304, 679.473]]","[[119, 765.353]]","[[70, 704.724]]","[[1358, 203.852]]",[],0.438,0.631,0.734,1.612,10
203,166,BEDOK STH AVE 3,BEDOK,1.32,103.945,460166,"[[304, 630.895]]","[[119, 804.85]]","[[70, 652.261]]","[[1330, 129.498]]",[],0.504,0.525,0.864,1.876,10
204,72,BEDOK STH AVE 3,BEDOK,1.32,103.944,460072,"[[304, 504.032]]","[[119, 814.768]]","[[70, 518.941]]","[[1330, 77.895]]",[],0.677,0.498,1.438,2.266,10
205,31,BEDOK STH AVE 2,BEDOK,1.323,103.938,460031,"[[304, 399.998]]","[[26, 915.726]]","[[70, 364.498]]","[[831, 302.715]]",[],2.063,0.227,3.75,4.867,10
206,111,BEDOK NTH RD,BEDOK,1.331,103.935,460111,"[[315, 111.379]]","[[12, 675.757]]","[[85, 370.625]]","[[676, 295.932]]",[],3.826,0.872,3.806,5.178,10
207,118,BEDOK NTH ST 2,BEDOK,1.33,103.937,460118,"[[315, 158.025]]","[[12, 900.847]]","[[85, 222.5]]","[[676, 94.599]]",[],3.231,0.267,3.903,5.57,10
208,96,BEDOK NTH AVE 4,BEDOK,1.333,103.94,460096,"[[318, 229.175]]","[[119, 950.424]]","[[85, 226.668]]","[[265, 119.958]]",[],2.198,0.203,1.922,2.823,10
209,137,BEDOK NTH AVE 3,BEDOK,1.329,103.936,460137,"[[315, 306.897]]","[[26, 817.423]]","[[42, 299.142]]","[[676, 222.323]]",[],3.768,0.657,4.309,7.05,10
210,139,BEDOK NTH AVE 3,BEDOK,1.329,103.935,460139,"[[315, 252.999]]","[[26, 852.422]]","[[42, 329.788]]","[[676, 219.013]]",[],3.811,0.735,4.154,6.726,10
211,710,BEDOK RESERVOIR RD,BEDOK,1.336,103.924,470710,"[[188, 266.669]]","[[110, 655.941]]","[[69, 435.498]]","[[1171, 323.574]]",[],3.245,1.08,1.917,3.484,10
212,613,BEDOK RESERVOIR RD,BEDOK,1.332,103.917,470613,"[[192, 260.306]]","[[110, 333.965]]","[[73, 342.912]]","[[826, 260.306]]","[[108, 370.615]]",2.207,1.79,1.953,3.802,5.752
213,602,BEDOK RESERVOIR RD,BEDOK,1.329,103.912,470602,"[[196, 399.418]]","[[117, 714.737]]","[[73, 487.48]]","[[1300, 279.522]]","[[118, 56.901]]",1.962,1.126,1.273,2.892,1.168
214,605,BEDOK RESERVOIR RD,BEDOK,1.33,103.914,470605,"[[196, 206.316]]","[[110, 705.617]]","[[73, 306.542]]","[[938, 206.316]]","[[114, 136.914]]",2.339,1.412,1.723,3.419,1.675
215,1,CHAI CHEE RD,BEDOK,1.328,103.923,461001,"[[301, 394.197]]","[[110, 919.035]]","[[69, 488.009]]","[[706, 180.331]]",[],2.028,0.428,1.272,4.812,10
216,722,BEDOK RESERVOIR RD,BEDOK,1.337,103.928,470722,"[[190, 495.403]]","[[12, 447.655]]","[[67, 459.103]]","[[737, 344.365]]",[],2.985,1.485,2.203,2.291,10
217,112,BEDOK RESERVOIR RD,BEDOK,1.33,103.91,470112,"[[196, 466.191]]","[[117, 628.3]]","[[73, 540.263]]","[[1300, 183.578]]","[[119, 143.817]]",1.929,0.999,1.142,2.925,0.815
218,725,BEDOK RESERVOIR RD,BEDOK,1.338,103.929,470725,"[[190, 537.974]]","[[12, 378.619]]","[[67, 519.657]]","[[737, 483.979]]",[],2.43,1.67,1.7,1.452,10
219,24,SIN MING RD,BISHAN,1.355,103.836,570024,"[[32, 358.052]]","[[105, 391.833]]","[[48, 344.373]]","[[918, 259.809]]",[],1.573,2.204,1.629,1.72,10
220,304,SHUNFU RD,BISHAN,1.35,103.838,570304,"[[32, 317.562]]","[[128, 227.665]]","[[48, 263.627]]","[[557, 317.562]]",[],1.032,2.785,1.829,1.108,10
221,310,SHUNFU RD,BISHAN,1.351,103.839,570310,"[[32, 344.979]]","[[128, 252.385]]","[[48, 265.807]]","[[918, 335.222]]",[],1.028,2.668,1.824,1.013,10
222,146,BT BATOK WEST AVE 6,BUKIT BATOK,1.35,103.744,650146,"[[447, 193.185]]","[[0, 613.616]]","[[46, 985.731]]","[[1048, 104.91]]",[],4.169,1.039,0.035,4.876,10
223,143,BT BATOK ST 11,BUKIT BATOK,1.35,103.744,650143,"[[447, 236.194]]","[[0, 646.406]]",[],"[[1048, 185.821]]",[],3.84,0.951,0,4.248,10
224,145,BT BATOK ST 11,BUKIT BATOK,1.35,103.744,650145,"[[447, 187.984]]","[[0, 657.75]]","[[46, 982.557]]","[[1048, 148.819]]",[],3.999,0.92,0.043,4.517,10
225,160,BT BATOK ST 11,BUKIT BATOK,1.349,103.742,650160,"[[447, 76.602]]","[[0, 837.338]]","[[46, 768.888]]","[[1259, 64.256]]",[],3.872,0.437,0.574,4.62,10
226,161,BT BATOK ST 11,BUKIT BATOK,1.348,103.742,650161,"[[447, 72.673]]","[[0, 837.863]]","[[46, 734.076]]","[[1482, 96.382]]",[],3.97,0.436,0.661,4.905,10
227,164,BT BATOK ST 11,BUKIT BATOK,1.348,103.743,650164,"[[458, 72.594]]","[[0, 762.887]]","[[46, 736.322]]","[[1482, 31.202]]",[],4.412,0.637,0.655,5.6,10
228,177,BT BATOK WEST AVE 8,BUKIT BATOK,1.346,103.742,650177,"[[458, 135.11]]","[[0, 919.818]]","[[46, 546.532]]","[[147, 20.375]]",[],3.451,0.216,1.127,5.458,10
229,182,BT BATOK WEST AVE 8,BUKIT BATOK,1.346,103.744,650182,"[[459, 204.412]]","[[0, 745.954]]","[[46, 712.314]]","[[641, 208.161]]",[],3.734,0.683,0.715,5.495,10
230,205,BT BATOK ST 21,BUKIT BATOK,1.347,103.75,650205,"[[449, 220.746]]","[[0, 219.527]]",[],"[[1263, 127.537]]",[],3.447,2.098,0,5.432,10
231,228,BT BATOK CTRL,BUKIT BATOK,1.349,103.754,650228,"[[443, 385.279]]","[[0, 471.824]]",[],"[[611, 236.802]]",[],2.969,1.42,0,4.551,10
232,227,BT BATOK CTRL,BUKIT BATOK,1.348,103.754,650227,"[[443, 408.315]]","[[0, 445.398]]",[],"[[657, 205.934]]",[],2.984,1.491,0,4.627,10
233,244,BT BATOK EAST AVE 5,BUKIT BATOK,1.349,103.757,650244,"[[443, 160.489]]","[[0, 853.056]]",[],"[[382, 72.349]]",[],2.482,0.395,0,3.284,10
234,248,BT BATOK EAST AVE 5,BUKIT BATOK,1.35,103.757,650248,"[[443, 285.938]]","[[0, 794.132]]",[],"[[382, 206.008]]",[],2.313,0.553,0,3.188,10
235,258,BT BATOK EAST AVE 4,BUKIT BATOK,1.351,103.759,650258,"[[443, 437.429]]",[],[],"[[892, 156.82]]",[],1.413,0,0,1.76,10
236,135,BT BATOK WEST AVE 6,BUKIT BATOK,1.351,103.745,650135,"[[447, 373.376]]","[[0, 584.989]]",[],"[[1048, 286.126]]",[],3.571,1.116,0,3.983,10
237,113,BT BATOK WEST AVE 6,BUKIT BATOK,1.349,103.745,650113,"[[459, 231.008]]","[[0, 488.879]]",[],"[[1048, 103.993]]",[],4.397,1.374,0,5.565,10
238,163,BT BATOK ST 11,BUKIT BATOK,1.348,103.743,650163,"[[447, 54.934]]","[[0, 774.266]]","[[46, 754.316]]","[[1482, 44.372]]",[],4.336,0.607,0.61,5.347,10
239,169,BT BATOK WEST AVE 8,BUKIT BATOK,1.347,103.741,650169,"[[458, 207.142]]","[[0, 999.516]]","[[46, 495.499]]","[[147, 77.192]]",[],3.007,0.001,1.253,5.142,10
240,184,BT BATOK WEST AVE 8,BUKIT BATOK,1.346,103.744,650184,"[[459, 130.15]]","[[0, 709.844]]","[[46, 740.93]]","[[641, 154.788]]",[],4.111,0.78,0.644,5.736,10
241,204,BT BATOK ST 21,BUKIT BATOK,1.348,103.75,650204,"[[449, 169.124]]","[[0, 167.884]]",[],"[[1263, 160.403]]",[],3.623,2.237,0,5.576,10
242,225,BT BATOK CTRL,BUKIT BATOK,1.348,103.753,650225,"[[449, 343.289]]","[[0, 343.301]]",[],"[[611, 107.49]]",[],2.987,1.765,0,4.994,10
243,123,BT BATOK CTRL,BUKIT BATOK,1.351,103.747,650123,"[[448, 265.899]]","[[0, 350.971]]",[],"[[461, 265.899]]",[],3.729,1.93,0,4.566,10
244,307,BT BATOK ST 31,BUKIT BATOK,1.358,103.748,650307,"[[452, 155.447]]","[[44, 411.16]]",[],"[[1014, 320.317]]",[],2.765,1.583,0,2.391,10
245,221,BT BATOK EAST AVE 3,BUKIT BATOK,1.347,103.754,650221,"[[443, 384.229]]","[[0, 490.121]]",[],"[[657, 154.647]]",[],2.947,1.371,0,4.512,10
246,214,BT BATOK ST 21,BUKIT BATOK,1.347,103.753,650214,"[[449, 417.552]]","[[0, 417.159]]",[],"[[657, 69.088]]",[],2.902,1.567,0,4.716,10
247,141,BT BATOK ST 11,BUKIT BATOK,1.35,103.743,650141,"[[447, 208.537]]","[[0, 723.552]]","[[46, 985.808]]","[[1259, 152.815]]",[],3.669,0.743,0.035,3.929,10
248,142,BT BATOK ST 11,BUKIT BATOK,1.35,103.743,650142,"[[447, 152.67]]","[[0, 753.225]]","[[46, 923.438]]","[[1259, 90.438]]",[],3.782,0.663,0.19,4.149,10
249,140,BT BATOK ST 11,BUKIT BATOK,1.351,103.744,650140,"[[447, 269.756]]","[[0, 663.443]]",[],"[[1259, 227.98]]",[],3.641,0.905,0,3.94,10
250,7,TELOK BLANGAH CRES,BUKIT MERAH,1.278,103.819,90007,"[[60, 71.15]]",[],"[[29, 130.26]]","[[623, 107.193]]",[],2.164,0,4.631,1.757,10
251,40,BEO CRES,BUKIT MERAH,1.289,103.828,160040,"[[65, 71.929]]","[[40, 328.707]]","[[3, 32.5]]","[[116, 11.956]]",[],5.3,2.154,6.759,5.071,10
252,63,TELOK BLANGAH HTS,BUKIT MERAH,1.275,103.811,100063,"[[375, 258.751]]","[[5, 477.04]]","[[83, 370.444]]","[[1406, 136.886]]",[],1.432,1.494,3.265,1.586,10
253,60,TELOK BLANGAH HTS,BUKIT MERAH,1.276,103.812,100060,"[[375, 450.324]]","[[5, 654.064]]","[[83, 549.597]]","[[1406, 60.618]]",[],1.6,0.93,2.775,1.405,10
254,3,EVERTON PK,BUKIT MERAH,1.277,103.839,80003,"[[76, 472.754]]","[[48, 408.552]]","[[71, 475.909]]","[[1393, 196.116]]",[],3.468,2.964,2.744,2.588,10
255,13,REDHILL CL,BUKIT MERAH,1.285,103.817,151013,"[[64, 258.185]]","[[87, 468.963]]","[[37, 141.293]]","[[1457, 141.293]]",[],2.315,1.428,6.905,3.418,10
256,19,REDHILL CL,BUKIT MERAH,1.286,103.818,151019,"[[64, 136.324]]","[[87, 413.857]]","[[86, 153.514]]","[[982, 136.324]]",[],2.186,1.576,7.317,3.453,10
257,108,JLN BT MERAH,BUKIT MERAH,1.279,103.825,160108,"[[73, 368.713]]","[[40, 797.051]]","[[30, 107.129]]","[[552, 128.261]]",[],1.914,0.546,3.732,3.509,10
258,102,BT PURMEI RD,BUKIT MERAH,1.272,103.827,90102,"[[369, 907.515]]","[[10, 923.118]]","[[52, 526.928]]","[[1552, 271.095]]",[],0.126,0.207,1.416,0.534,10
259,106,BT PURMEI RD,BUKIT MERAH,1.273,103.826,90106,"[[60, 884.404]]","[[10, 959.982]]","[[52, 406.965]]","[[1552, 109.705]]",[],0.191,0.108,2.222,0.99,10
260,26,JLN KLINIK,BUKIT MERAH,1.288,103.828,160026,"[[65, 215.54]]","[[40, 255.926]]","[[3, 122.35]]","[[569, 71.973]]",[],5.7,2.38,7.192,5.641,10
261,37,JLN RUMAH TINGGI,BUKIT MERAH,1.289,103.809,150037,"[[57, 327.953]]","[[98, 685.678]]","[[24, 288.215]]","[[177, 293.97]]",[],4.132,1.274,3.05,3.424,10
262,6,JLN BT HO SWEE,BUKIT MERAH,1.288,103.831,161006,"[[66, 391.777]]","[[40, 476.156]]","[[96, 206.692]]","[[1555, 292.957]]",[],5.859,2.128,6.29,4.286,10
263,77,INDUS RD,BUKIT MERAH,1.291,103.827,160077,"[[65, 187.579]]","[[40, 564.659]]","[[3, 276.741]]","[[283, 3.752]]",[],4.511,1.629,5.015,3.308,10
264,47,MOH GUAN TER,BUKIT MERAH,1.284,103.831,160047,"[[66, 201.364]]","[[40, 454.172]]","[[22, 160.361]]","[[630, 151.926]]",[],5.22,1.51,5.213,5.031,10
265,119,BT MERAH VIEW,BUKIT MERAH,1.284,103.821,152119,"[[61, 372.713]]","[[40, 789.156]]","[[31, 259.737]]","[[687, 193.11]]",[],3.084,1.058,7.142,3.508,10
266,114,BT MERAH VIEW,BUKIT MERAH,1.287,103.822,150114,"[[64, 415.42]]","[[40, 561.296]]","[[31, 119.626]]","[[687, 187.372]]",[],3.401,1.935,7.512,4.447,10
267,5,TELOK BLANGAH CRES,BUKIT MERAH,1.279,103.819,90005,"[[60, 109.784]]",[],"[[29, 156.169]]","[[623, 146.479]]",[],2.236,0,4.71,1.788,10
268,12,TELOK BLANGAH CRES,BUKIT MERAH,1.277,103.82,90012,"[[60, 68.386]]",[],"[[29, 97.736]]","[[239, 1.103]]",[],1.844,0,4.337,1.629,10
